CSDUID,DGUID
3539041,2021A00053539041
3539047,2021A00053539047
3539060,2021A00053539060
3540005,2021A00053540005
3540010,2021A00053540010
3540025,2021A00053540025
3540028,2021A00053540028
3540040,2021A00053540040
3540046,2021A00053540046
3540050,2021A00053540050
3540055,2021A00053540055
3540063,2021A00053540063
3541004,2021A00053541004
3541015,2021A00053541015
3541024,2021A00053541024
3541032,2021A00053541032
3541043,2021A00053541043
3541045,2021A00053541045
3541055,2021A00053541055
3541056,2021A00053541056
3541057,2021A00053541057
3541060,2021A00053541060
3541069,2021A00053541069
3542004,2021A00053542004
3542005,2021A00053542005
3542015,2021A00053542015
3542029,2021A00053542029
3542037,2021A00053542037
3542045,2021A00053542045
3542047,2021A00053542047
3542053,2021A00053542053
3542059,2021A00053542059
3543003,2021A00053543003
3543005,2021A00053543005
3543007,2021A00053543007
3543009,2021A00053543009
3543014,2021A00053543014
3543015,2021A00053543015
3543017,2021A00053543017
3543019,2021A00053543019
3543021,2021A00053543021
3543023,2021A00053543023
3543031,2021A00053543031
3543042,2021A00053543042
3543050,2021A00053543050
3543052,2021A00053543052
3543064,2021A00053543064
3543068,2021A00053543068
3543069,2021A00053543069
3543070,2021A00053543070
3543071,2021A00053543071
3543072,2021A00053543072
3543074,2021A00053543074
3544002,2021A00053544002
3544018,2021A00053544018
3544027,2021A00053544027
3544042,2021A00053544042
3544053,2021A00053544053
3544065,2021A00053544065
3544071,2021A00053544071
3544073,2021A00053544073
3546005,2021A00053546005
3546015,2021A00053546015
3546018,2021A00053546018
3546024,2021A00053546024
3547002,2021A00053547002
3547003,2021A00053547003
3547008,2021A00053547008
3547020,2021A00053547020
3547030,2021A00053547030
3547033,2021A00053547033
3547035,2021A00053547035
3547037,2021A00053547037
3547043,2021A00053547043
3547046,2021A00053547046
3547048,2021A00053547048
3547056,2021A00053547056
3547064,2021A00053547064
3547070,2021A00053547070
3547075,2021A00053547075
3547076,2021A00053547076
3547090,2021A00053547090
3547096,2021A00053547096
3547098,2021A00053547098
3548001,2021A00053548001
3548013,2021A00053548013
3548019,2021A00053548019
3548021,2021A00053548021
3548022,2021A00053548022
3548027,2021A00053548027
3548031,2021A00053548031
3548034,2021A00053548034
3548044,2021A00053548044
3548055,2021A00053548055
3548069,2021A00053548069
3548072,2021A00053548072
3548073,2021A00053548073
3548091,2021A00053548091
3548094,2021A00053548094
3549003,2021A00053549003
3549005,2021A00053549005
3549012,2021A00053549012
3549014,2021A00053549014
3549018,2021A00053549018
3549019,2021A00053549019
3549022,2021A00053549022
3549024,2021A00053549024
3549028,2021A00053549028
3549031,2021A00053549031
3549032,2021A00053549032
3549036,2021A00053549036
3549039,2021A00053549039
3549043,2021A00053549043
3549046,2021A00053549046
3549048,2021A00053549048
3549051,2021A00053549051
3549054,2021A00053549054
3549056,2021A00053549056
3549060,2021A00053549060
3549066,2021A00053549066
3549071,2021A00053549071
3549072,2021A00053549072
3549073,2021A00053549073
3549075,2021A00053549075
3549076,2021A00053549076
3549077,2021A00053549077
3549078,2021A00053549078
3549093,2021A00053549093
3549095,2021A00053549095
3549096,2021A00053549096
3551001,2021A00053551001
3551006,2021A00053551006
3551011,2021A00053551011
3551017,2021A00053551017
3551021,2021A00053551021
3551026,2021A00053551026
3551027,2021A00053551027
3551028,2021A00053551028
3551034,2021A00053551034
3551040,2021A00053551040
3551041,2021A00053551041
3551042,2021A00053551042
3551043,2021A00053551043
3551044,2021A00053551044
3551045,2021A00053551045
3551094,2021A00053551094
3551100,2021A00053551100
3552001,2021A00053552001
3552004,2021A00053552004
3552013,2021A00053552013
3552023,2021A00053552023
3552026,2021A00053552026
3552028,2021A00053552028
3552031,2021A00053552031
3552036,2021A00053552036
3552037,2021A00053552037
3552051,2021A00053552051
3552052,2021A00053552052
3552053,2021A00053552053
3552054,2021A00053552054
3552056,2021A00053552056
3552058,2021A00053552058
3552092,2021A00053552092
3552093,2021A00053552093
3553005,2021A00053553005
3553040,2021A00053553040
3554001,2021A00053554001
3554006,2021A00053554006
3554008,2021A00053554008
3554014,2021A00053554014
3554020,2021A00053554020
3554021,2021A00053554021
3554024,2021A00053554024
3554026,2021A00053554026
3554029,2021A00053554029
3554032,2021A00053554032
3554034,2021A00053554034
3554036,2021A00053554036
3554038,2021A00053554038
3554042,2021A00053554042
3554044,2021A00053554044
3554049,2021A00053554049
3554052,2021A00053554052
3554054,2021A00053554054
3554056,2021A00053554056
3554057,2021A00053554057
3554058,2021A00053554058
3554062,2021A00053554062
3554066,2021A00053554066
3554068,2021A00053554068
3554091,2021A00053554091
3554094,2021A00053554094
3556014,2021A00053556014
3556027,2021A00053556027
3556031,2021A00053556031
3556033,2021A00053556033
3556042,2021A00053556042
3556048,2021A00053556048
3556052,2021A00053556052
3556056,2021A00053556056
3556066,2021A00053556066
3556070,2021A00053556070
3556073,2021A00053556073
3556076,2021A00053556076
3556077,2021A00053556077
3556091,2021A00053556091
3556092,2021A00053556092
3556093,2021A00053556093
3556094,2021A00053556094
3556095,2021A00053556095
3556096,2021A00053556096
3556098,2021A00053556098
3556100,2021A00053556100
3556102,2021A00053556102
3556106,2021A00053556106
3557001,2021A00053557001
3557004,2021A00053557004
3557006,2021A00053557006
3557008,2021A00053557008
3557011,2021A00053557011
3557014,2021A00053557014
3557016,2021A00053557016
3557019,2021A00053557019
3557021,2021A00053557021
3557026,2021A00053557026
3557028,2021A00053557028
3557035,2021A00053557035
3557038,2021A00053557038
3557039,2021A00053557039
3557040,2021A00053557040
3557041,2021A00053557041
3557051,2021A00053557051
3557061,2021A00053557061
3557066,2021A00053557066
3557071,2021A00053557071
3557072,2021A00053557072
3557073,2021A00053557073
3557074,2021A00053557074
3557075,2021A00053557075
3557076,2021A00053557076
3557077,2021A00053557077
3557078,2021A00053557078
3557079,2021A00053557079
3557091,2021A00053557091
3557092,2021A00053557092
3557094,2021A00053557094
3557095,2021A00053557095
3557096,2021A00053557096
3558001,2021A00053558001
3558003,2021A00053558003
3558004,2021A00053558004
3558011,2021A00053558011
3558012,2021A00053558012
3558016,2021A00053558016
3558019,2021A00053558019
3558028,2021A00053558028
3558034,2021A00053558034
3558041,2021A00053558041
3558044,2021A00053558044
3558051,2021A00053558051
3558054,2021A00053558054
3558059,2021A00053558059
3558060,2021A00053558060
3558061,2021A00053558061
3558062,2021A00053558062
3558063,2021A00053558063
3558064,2021A00053558064
3558065,2021A00053558065
3558066,2021A00053558066
3558067,2021A00053558067
3558068,2021A00053558068
3558069,2021A00053558069
3558074,2021A00053558074
3558075,2021A00053558075
3558076,2021A00053558076
3558077,2021A00053558077
3558080,2021A00053558080
3558085,2021A00053558085
3558090,2021A00053558090
3558092,2021A00053558092
3558097,2021A00053558097
3558100,2021A00053558100
3559001,2021A00053559001
3559011,2021A00053559011
3559012,2021A00053559012
3559016,2021A00053559016
3559019,2021A00053559019
3559024,2021A00053559024
3559026,2021A00053559026
3559031,2021A00053559031
3559040,2021A00053559040
3559042,2021A00053559042
3559046,2021A00053559046
3559047,2021A00053559047
3559051,2021A00053559051
3559052,2021A00053559052
3559053,2021A00053559053
3559060,2021A00053559060
3559061,2021A00053559061
3559062,2021A00053559062
3559063,2021A00053559063
3559064,2021A00053559064
3559066,2021A00053559066
3559068,2021A00053559068
3559069,2021A00053559069
3559089,2021A00053559089
3559090,2021A00053559090
3560001,2021A00053560001
3560004,2021A00053560004
3560005,2021A00053560005
3560008,2021A00053560008
3560010,2021A00053560010
3560021,2021A00053560021
3560024,2021A00053560024
3560027,2021A00053560027
3560032,2021A00053560032
3560034,2021A00053560034
3560042,2021A00053560042
3560046,2021A00053560046
3560049,2021A00053560049
3560050,2021A00053560050
3560051,2021A00053560051
3560052,2021A00053560052
3560053,2021A00053560053
3560054,2021A00053560054
3560055,2021A00053560055
3560056,2021A00053560056
3560057,2021A00053560057
3560058,2021A00053560058
3560059,2021A00053560059
3560060,2021A00053560060
3560061,2021A00053560061
3560063,2021A00053560063
3560064,2021A00053560064
3560065,2021A00053560065
3560066,2021A00053560066
3560067,2021A00053560067
3560068,2021A00053560068
3560069,2021A00053560069
3560070,2021A00053560070
3560071,2021A00053560071
3560075,2021A00053560075
3560076,2021A00053560076
3560077,2021A00053560077
3560078,2021A00053560078
3560079,2021A00053560079
3560080,2021A00053560080
3560081,2021A00053560081
3560082,2021A00053560082
3560083,2021A00053560083
3560084,2021A00053560084
3560085,2021A00053560085
3560086,2021A00053560086
3560088,2021A00053560088
3560089,2021A00053560089
3560090,2021A00053560090
3560091,2021A00053560091
3560093,2021A00053560093
3560095,2021A00053560095
3560096,2021A00053560096
3560097,2021A00053560097
3560098,2021A00053560098
3560100,2021A00053560100
3560104,2021A00053560104
4601035,2021A00054601035
4601039,2021A00054601039
4601043,2021A00054601043
4601046,2021A00054601046
4601051,2021A00054601051
4601057,2021A00054601057
4601060,2021A00054601060
4601070,2021A00054601070
4601071,2021A00054601071
4601075,2021A00054601075
4601078,2021A00054601078
4601079,2021A00054601079
4601094,2021A00054601094
4602024,2021A00054602024
4602026,2021A00054602026
4602027,2021A00054602027
4602032,2021A00054602032
4602037,2021A00054602037
4602041,2021A00054602041
4602044,2021A00054602044
4602046,2021A00054602046
4602053,2021A00054602053
4602057,2021A00054602057
4602061,2021A00054602061
4602069,2021A00054602069
4602075,2021A00054602075
4603030,2021A00054603030
4603040,2021A00054603040
4603041,2021A00054603041
4603047,2021A00054603047
4603050,2021A00054603050
4603053,2021A00054603053
4603058,2021A00054603058
4603062,2021A00054603062
4603065,2021A00054603065
4603067,2021A00054603067
4603072,2021A00054603072
4603074,2021A00054603074
4604034,2021A00054604034
4604040,2021A00054604040
4604052,2021A00054604052
4604057,2021A00054604057
4604064,2021A00054604064
4604068,2021A00054604068
4605025,2021A00054605025
4605032,2021A00054605032
4605038,2021A00054605038
4605044,2021A00054605044
4605052,2021A00054605052
4605056,2021A00054605056
4605062,2021A00054605062
4605071,2021A00054605071
4606016,2021A00054606016
4606023,2021A00054606023
4606029,2021A00054606029
4606031,2021A00054606031
4606034,2021A00054606034
4606040,2021A00054606040
4607039,2021A00054607039
4607040,2021A00054607040
4607046,2021A00054607046
4607052,2021A00054607052
4607057,2021A00054607057
4607060,2021A00054607060
4607062,2021A00054607062
4607066,2021A00054607066
4607068,2021A00054607068
4607071,2021A00054607071
4607072,2021A00054607072
4607076,2021A00054607076
4608032,2021A00054608032
4608042,2021A00054608042
4608046,2021A00054608046
4608055,2021A00054608055
4608060,2021A00054608060
4608069,2021A00054608069
4609018,2021A00054609018
4609024,2021A00054609024
4609025,2021A00054609025
4609026,2021A00054609026
4609027,2021A00054609027
4609029,2021A00054609029
4609030,2021A00054609030
4610035,2021A00054610035
4610043,2021A00054610043
4610052,2021A00054610052
4611040,2021A00054611040
4611042,2021A00054611042
4612047,2021A00054612047
4612054,2021A00054612054
4612056,2021A00054612056
4613032,2021A00054613032
4613037,2021A00054613037
4613043,2021A00054613043
4613047,2021A00054613047
4613049,2021A00054613049
4613056,2021A00054613056
4613062,2021A00054613062
4614015,2021A00054614015
4614031,2021A00054614031
4614036,2021A00054614036
4614039,2021A00054614039
4614042,2021A00054614042
4615020,2021A00054615020
4615032,2021A00054615032
4615037,2021A00054615037
4615042,2021A00054615042
4615047,2021A00054615047
4615049,2021A00054615049
4615056,2021A00054615056
4615063,2021A00054615063
4615067,2021A00054615067
4615070,2021A00054615070
4615071,2021A00054615071
4615072,2021A00054615072
4615074,2021A00054615074
4615075,2021A00054615075
4615078,2021A00054615078
4615092,2021A00054615092
4616005,2021A00054616005
4616017,2021A00054616017
4616020,2021A00054616020
4616025,2021A00054616025
4616030,2021A00054616030
4616046,2021A00054616046
4616048,2021A00054616048
4617026,2021A00054617026
4617029,2021A00054617029
4617035,2021A00054617035
4617041,2021A00054617041
4617048,2021A00054617048
4617050,2021A00054617050
4617054,2021A00054617054
4617058,2021A00054617058
4617064,2021A00054617064
4617072,2021A00054617072
4617075,2021A00054617075
4617092,2021A00054617092
4618031,2021A00054618031
4618034,2021A00054618034
4618037,2021A00054618037
4618040,2021A00054618040
4618044,2021A00054618044
4618055,2021A00054618055
4618056,2021A00054618056
4618060,2021A00054618060
4618061,2021A00054618061
4618063,2021A00054618063
4618067,2021A00054618067
4618068,2021A00054618068
4618074,2021A00054618074
4618076,2021A00054618076
4618091,2021A00054618091
4618093,2021A00054618093
4619040,2021A00054619040
4619045,2021A00054619045
4619050,2021A00054619050
4619051,2021A00054619051
4619052,2021A00054619052
4619053,2021A00054619053
4619054,2021A00054619054
4619056,2021A00054619056
4619058,2021A00054619058
4619059,2021A00054619059
4619061,2021A00054619061
4619062,2021A00054619062
4619065,2021A00054619065
4619068,2021A00054619068
4619069,2021A00054619069
4619070,2021A00054619070
4619071,2021A00054619071
4619072,2021A00054619072
4619075,2021A00054619075
4619077,2021A00054619077
4619079,2021A00054619079
4619082,2021A00054619082
4620032,2021A00054620032
4620042,2021A00054620042
4620048,2021A00054620048
4620051,2021A00054620051
4620055,2021A00054620055
4620060,2021A00054620060
4620066,2021A00054620066
4620069,2021A00054620069
4621025,2021A00054621025
4621027,2021A00054621027
4621029,2021A00054621029
4621033,2021A00054621033
4621034,2021A00054621034
4621035,2021A00054621035
4621036,2021A00054621036
4621039,2021A00054621039
4621040,2021A00054621040
4621043,2021A00054621043
4621045,2021A00054621045
4621052,2021A00054621052
4621058,2021A00054621058
4621060,2021A00054621060
4621064,2021A00054621064
4621071,2021A00054621071
4621078,2021A00054621078
4621080,2021A00054621080
4622017,2021A00054622017
4622026,2021A00054622026
4622045,2021A00054622045
4622046,2021A00054622046
4622048,2021A00054622048
4622049,2021A00054622049
4622050,2021A00054622050
4622051,2021A00054622051
4622052,2021A00054622052
4622055,2021A00054622055
4622056,2021A00054622056
4622058,2021A00054622058
4622059,2021A00054622059
4622063,2021A00054622063
4622064,2021A00054622064
4622065,2021A00054622065
4622066,2021A00054622066
4622067,2021A00054622067
4622800,2021A00054622800
4622801,2021A00054622801
4622802,2021A00054622802
4623022,2021A00054623022
4623023,2021A00054623023
4623027,2021A00054623027
4623034,2021A00054623034
4623037,2021A00054623037
4623039,2021A00054623039
4623040,2021A00054623040
4623047,2021A00054623047
4623056,2021A00054623056
4623058,2021A00054623058
4623062,2021A00054623062
4623064,2021A00054623064
4623065,2021A00054623065
4623067,2021A00054623067
4623071,2021A00054623071
4623800,2021A00054623800
4701001,2021A00054701001
4701002,2021A00054701002
4701004,2021A00054701004
4701006,2021A00054701006
4701008,2021A00054701008
4701011,2021A00054701011
4701012,2021A00054701012
4701014,2021A00054701014
4701016,2021A00054701016
4701017,2021A00054701017
4701018,2021A00054701018
4701019,2021A00054701019
4701021,2021A00054701021
4701022,2021A00054701022
4701024,2021A00054701024
4701027,2021A00054701027
4701031,2021A00054701031
4701032,2021A00054701032
4701036,2021A00054701036
4701037,2021A00054701037
4701039,2021A00054701039
4701041,2021A00054701041
4701043,2021A00054701043
4701044,2021A00054701044
4701047,2021A00054701047
4701049,2021A00054701049
4701053,2021A00054701053
4701054,2021A00054701054
4701056,2021A00054701056
4701058,2021A00054701058
4701059,2021A00054701059
4701061,2021A00054701061
4701063,2021A00054701063
4701064,2021A00054701064
4701066,2021A00054701066
4701067,2021A00054701067
4701069,2021A00054701069
4701072,2021A00054701072
4701076,2021A00054701076
4701077,2021A00054701077
4701078,2021A00054701078
4701079,2021A00054701079
4701091,2021A00054701091
4701094,2021A00054701094
4701096,2021A00054701096
4701098,2021A00054701098
4701808,2021A00054701808
4701809,2021A00054701809
4701810,2021A00054701810
4701812,2021A00054701812
4701813,2021A00054701813
4701814,2021A00054701814
4701815,2021A00054701815
4701816,2021A00054701816
4701817,2021A00054701817
4701818,2021A00054701818
4701819,2021A00054701819
4702001,2021A00054702001
4702002,2021A00054702002
4702006,2021A00054702006
4702008,2021A00054702008
4702011,2021A00054702011
4702014,2021A00054702014
4702016,2021A00054702016
4702018,2021A00054702018
4702023,2021A00054702023
4702024,2021A00054702024
4702026,2021A00054702026
4702028,2021A00054702028
4702029,2021A00054702029
4702031,2021A00054702031
4702033,2021A00054702033
4702036,2021A00054702036
4702037,2021A00054702037
4702038,2021A00054702038
4702039,2021A00054702039
4702041,2021A00054702041
4702042,2021A00054702042
4702044,2021A00054702044
4702047,2021A00054702047
4702048,2021A00054702048
4702051,2021A00054702051
4702052,2021A00054702052
4702054,2021A00054702054
4702057,2021A00054702057
4702058,2021A00054702058
4702061,2021A00054702061
4702062,2021A00054702062
4702066,2021A00054702066
4702067,2021A00054702067
4702069,2021A00054702069
4702071,2021A00054702071
4702072,2021A00054702072
4702073,2021A00054702073
4702076,2021A00054702076
4702077,2021A00054702077
4702078,2021A00054702078
4702079,2021A00054702079
4703001,2021A00054703001
4703004,2021A00054703004
4703006,2021A00054703006
4703009,2021A00054703009
4703011,2021A00054703011
4703012,2021A00054703012
4703016,2021A00054703016
4703018,2021A00054703018
4703019,2021A00054703019
4703022,2021A00054703022
4703026,2021A00054703026
4703028,2021A00054703028
4703029,2021A00054703029
4703034,2021A00054703034
4703036,2021A00054703036
4703038,2021A00054703038
4703041,2021A00054703041
4703042,2021A00054703042
4703044,2021A00054703044
4703048,2021A00054703048
4703051,2021A00054703051
4703052,2021A00054703052
4703054,2021A00054703054
4703058,2021A00054703058
4703059,2021A00054703059
4703061,2021A00054703061
4703062,2021A00054703062
4703064,2021A00054703064
4703068,2021A00054703068
4703071,2021A00054703071
4703074,2021A00054703074
4703092,2021A00054703092
4703093,2021A00054703093
4703096,2021A00054703096
4703801,2021A00054703801
4704002,2021A00054704002
4704003,2021A00054704003
4704006,2021A00054704006
4704008,2021A00054704008
4704009,2021A00054704009
4704011,2021A00054704011
4704012,2021A00054704012
4704019,2021A00054704019
4704021,2021A00054704021
4704024,2021A00054704024
4704026,2021A00054704026
4704028,2021A00054704028
4704029,2021A00054704029
4704034,2021A00054704034
4704036,2021A00054704036
4704038,2021A00054704038
4704045,2021A00054704045
4704048,2021A00054704048
4704050,2021A00054704050
4704054,2021A00054704054
4704058,2021A00054704058
4704061,2021A00054704061
4704802,2021A00054704802
4705001,2021A00054705001
4705002,2021A00054705002
4705004,2021A00054705004
4705007,2021A00054705007
4705009,2021A00054705009
4705011,2021A00054705011
4705014,2021A00054705014
4705016,2021A00054705016
4705018,2021A00054705018
4705019,2021A00054705019
4705021,2021A00054705021
4705024,2021A00054705024
4705027,2021A00054705027
4705028,2021A00054705028
4705029,2021A00054705029
4705031,2021A00054705031
4705033,2021A00054705033
4705034,2021A00054705034
4705037,2021A00054705037
4705038,2021A00054705038
4705041,2021A00054705041
4705042,2021A00054705042
4705043,2021A00054705043
4705044,2021A00054705044
4705047,2021A00054705047
4705048,2021A00054705048
4705049,2021A00054705049
4705050,2021A00054705050
4705051,2021A00054705051
4705052,2021A00054705052
4705053,2021A00054705053
4705054,2021A00054705054
4705055,2021A00054705055
4705056,2021A00054705056
4705057,2021A00054705057
4705058,2021A00054705058
4705059,2021A00054705059
4705060,2021A00054705060
4705061,2021A00054705061
4705062,2021A00054705062
4705063,2021A00054705063
4705064,2021A00054705064
4705066,2021A00054705066
4705067,2021A00054705067
4705068,2021A00054705068
4705069,2021A00054705069
4705071,2021A00054705071
4705073,2021A00054705073
4705074,2021A00054705074
4705077,2021A00054705077
4705078,2021A00054705078
4705079,2021A00054705079
4705093,2021A00054705093
4705094,2021A00054705094
4705096,2021A00054705096
4705803,2021A00054705803
4705804,2021A00054705804
4705805,2021A00054705805
4705806,2021A00054705806
4705807,2021A00054705807
4705808,2021A00054705808
4705814,2021A00054705814
4705815,2021A00054705815
4705818,2021A00054705818
4705823,2021A00054705823
4705824,2021A00054705824
4705828,2021A00054705828
4706001,2021A00054706001
4706002,2021A00054706002
4706003,2021A00054706003
4706004,2021A00054706004
4706006,2021A00054706006
4706007,2021A00054706007
4706008,2021A00054706008
4706009,2021A00054706009
4706011,2021A00054706011
4706013,2021A00054706013
4706014,2021A00054706014
4706016,2021A00054706016
4706017,2021A00054706017
4706018,2021A00054706018
4706019,2021A00054706019
4706021,2021A00054706021
4706022,2021A00054706022
4706023,2021A00054706023
4706026,2021A00054706026
4706027,2021A00054706027
4706028,2021A00054706028
4706029,2021A00054706029
4706030,2021A00054706030
4706031,2021A00054706031
4706032,2021A00054706032
4706033,2021A00054706033
4706034,2021A00054706034
4706036,2021A00054706036
4706037,2021A00054706037
4706038,2021A00054706038
4706039,2021A00054706039
4706041,2021A00054706041
4706042,2021A00054706042
4706045,2021A00054706045
4706046,2021A00054706046
4706047,2021A00054706047
4706048,2021A00054706048
4706049,2021A00054706049
4706050,2021A00054706050
4706051,2021A00054706051
4706052,2021A00054706052
4706053,2021A00054706053
4706054,2021A00054706054
4706055,2021A00054706055
4706056,2021A00054706056
4706057,2021A00054706057
4706058,2021A00054706058
4706059,2021A00054706059
4706060,2021A00054706060
4706061,2021A00054706061
4706062,2021A00054706062
4706063,2021A00054706063
4706064,2021A00054706064
4706065,2021A00054706065
4706067,2021A00054706067
4706068,2021A00054706068
4706069,2021A00054706069
4706070,2021A00054706070
4706071,2021A00054706071
4706072,2021A00054706072
4706073,2021A00054706073
4706074,2021A00054706074
4706075,2021A00054706075
4706076,2021A00054706076
4706077,2021A00054706077
4706078,2021A00054706078
4706079,2021A00054706079
4706080,2021A00054706080
4706081,2021A00054706081
4706082,2021A00054706082
4706085,2021A00054706085
4706091,2021A00054706091
4706092,2021A00054706092
4706093,2021A00054706093
4706094,2021A00054706094
4706096,2021A00054706096
4706097,2021A00054706097
4706098,2021A00054706098
4706099,2021A00054706099
4706809,2021A00054706809
4706810,2021A00054706810
4706811,2021A00054706811
4706812,2021A00054706812
4706813,2021A00054706813
4706814,2021A00054706814
4706815,2021A00054706815
4706816,2021A00054706816
4706818,2021A00054706818
4706820,2021A00054706820
4706828,2021A00054706828
4706829,2021A00054706829
4706830,2021A00054706830
4706831,2021A00054706831
4707001,2021A00054707001
4707004,2021A00054707004
4707006,2021A00054707006
4707008,2021A00054707008
4707011,2021A00054707011
4707012,2021A00054707012
4707014,2021A00054707014
4707016,2021A00054707016
4707018,2021A00054707018
4707020,2021A00054707020
4707021,2021A00054707021
4707022,2021A00054707022
4707023,2021A00054707023
4707024,2021A00054707024
4707026,2021A00054707026
4707027,2021A00054707027
4707028,2021A00054707028
4707029,2021A00054707029
4707031,2021A00054707031
4707032,2021A00054707032
4707034,2021A00054707034
4707036,2021A00054707036
4707037,2021A00054707037
4707038,2021A00054707038
4707039,2021A00054707039
4707042,2021A00054707042
4707043,2021A00054707043
4707044,2021A00054707044
4707045,2021A00054707045
4707047,2021A00054707047
4707048,2021A00054707048
4707049,2021A00054707049
4707051,2021A00054707051
4707053,2021A00054707053
4707054,2021A00054707054
4707058,2021A00054707058
4707059,2021A00054707059
4707062,2021A00054707062
4707063,2021A00054707063
4707066,2021A00054707066
4707067,2021A00054707067
4707068,2021A00054707068
4707071,2021A00054707071
4707072,2021A00054707072
4707074,2021A00054707074
4707076,2021A00054707076
4707077,2021A00054707077
4707091,2021A00054707091
4707092,2021A00054707092
4707093,2021A00054707093
4708001,2021A00054708001
4708004,2021A00054708004
4708006,2021A00054708006
4708008,2021A00054708008
4708009,2021A00054708009
4708011,2021A00054708011
4708012,2021A00054708012
4708016,2021A00054708016
4708018,2021A00054708018
4708021,2021A00054708021
4708022,2021A00054708022
4708024,2021A00054708024
4708026,2021A00054708026
4708028,2021A00054708028
4708029,2021A00054708029
4708031,2021A00054708031
4708032,2021A00054708032
4708034,2021A00054708034
4708036,2021A00054708036
4708038,2021A00054708038
4708039,2021A00054708039
4708042,2021A00054708042
4708044,2021A00054708044
4708046,2021A00054708046
4708048,2021A00054708048
4708049,2021A00054708049
4708053,2021A00054708053
4708054,2021A00054708054
4708056,2021A00054708056
4708057,2021A00054708057
4708058,2021A00054708058
4708059,2021A00054708059
4708061,2021A00054708061
4708062,2021A00054708062
4708065,2021A00054708065
4708068,2021A00054708068
4708071,2021A00054708071
4708074,2021A00054708074
4708076,2021A00054708076
4708092,2021A00054708092
4708094,2021A00054708094
4709001,2021A00054709001
4709002,2021A00054709002
4709006,2021A00054709006
4709009,2021A00054709009
4709011,2021A00054709011
4709012,2021A00054709012
4709014,2021A00054709014
4709016,2021A00054709016
4709019,2021A00054709019
4709023,2021A00054709023
4709024,2021A00054709024
4709028,2021A00054709028
4709029,2021A00054709029
4709032,2021A00054709032
4709033,2021A00054709033
4709037,2021A00054709037
4709038,2021A00054709038
4709039,2021A00054709039
4709042,2021A00054709042
4709044,2021A00054709044
4709046,2021A00054709046
4709049,2021A00054709049
4709053,2021A00054709053
4709054,2021A00054709054
4709056,2021A00054709056
4709058,2021A00054709058
4709060,2021A00054709060
4709061,2021A00054709061
4709062,2021A00054709062
4709064,2021A00054709064
4709065,2021A00054709065
4709066,2021A00054709066
4709067,2021A00054709067
4709069,2021A00054709069
4709071,2021A00054709071
4709072,2021A00054709072
4709075,2021A00054709075
4709076,2021A00054709076
4709819,2021A00054709819
4709820,2021A00054709820
4709821,2021A00054709821
4709822,2021A00054709822
4709824,2021A00054709824
4709826,2021A00054709826
4709828,2021A00054709828
4709830,2021A00054709830
4709832,2021A00054709832
4710002,2021A00054710002
4710003,2021A00054710003
4710004,2021A00054710004
4710008,2021A00054710008
4710009,2021A00054710009
4710011,2021A00054710011
4710014,2021A00054710014
4710022,2021A00054710022
4710024,2021A00054710024
4710027,2021A00054710027
4710028,2021A00054710028
4710029,2021A00054710029
4710031,2021A00054710031
4710034,2021A00054710034
4710035,2021A00054710035
4710036,2021A00054710036
4710038,2021A00054710038
4710041,2021A00054710041
4710043,2021A00054710043
4710046,2021A00054710046
4710047,2021A00054710047
4710052,2021A00054710052
4710054,2021A00054710054
4710056,2021A00054710056
4710058,2021A00054710058
4710061,2021A00054710061
4710062,2021A00054710062
4710064,2021A00054710064
4710066,2021A00054710066
4710068,2021A00054710068
4710071,2021A00054710071
4710072,2021A00054710072
4710801,2021A00054710801
4710822,2021A00054710822
4710823,2021A00054710823
4710824,2021A00054710824
4710825,2021A00054710825
4710826,2021A00054710826
4710828,2021A00054710828
4710832,2021A00054710832
4710834,2021A00054710834
4710836,2021A00054710836
4710838,2021A00054710838
4710840,2021A00054710840
4710842,2021A00054710842
4710843,2021A00054710843
4710845,2021A00054710845
4710846,2021A00054710846
4710847,2021A00054710847
4710848,2021A00054710848
4710849,2021A00054710849
4710850,2021A00054710850
4710851,2021A00054710851
4710852,2021A00054710852
4711002,2021A00054711002
4711003,2021A00054711003
4711004,2021A00054711004
4711006,2021A00054711006
4711007,2021A00054711007
4711008,2021A00054711008
4711009,2021A00054711009
4711011,2021A00054711011
4711014,2021A00054711014
4711016,2021A00054711016
4711018,2021A00054711018
4711019,2021A00054711019
4711021,2021A00054711021
4711022,2021A00054711022
4711024,2021A00054711024
4711026,2021A00054711026
4711027,2021A00054711027
4711028,2021A00054711028
4711029,2021A00054711029
4711031,2021A00054711031
4711032,2021A00054711032
4711034,2021A00054711034
4711036,2021A00054711036
4711038,2021A00054711038
4711039,2021A00054711039
4711041,2021A00054711041
4711042,2021A00054711042
4711044,2021A00054711044
4711046,2021A00054711046
4711048,2021A00054711048
4711049,2021A00054711049
4711052,2021A00054711052
4711053,2021A00054711053
4711054,2021A00054711054
4711056,2021A00054711056
4711058,2021A00054711058
4711059,2021A00054711059
4711060,2021A00054711060
4711061,2021A00054711061
4711063,2021A00054711063
4711064,2021A00054711064
4711065,2021A00054711065
4711066,2021A00054711066
4711067,2021A00054711067
4711068,2021A00054711068
4711069,2021A00054711069
4711070,2021A00054711070
4711071,2021A00054711071
4711072,2021A00054711072
4711073,2021A00054711073
4711075,2021A00054711075
4711076,2021A00054711076
4711077,2021A00054711077
4711078,2021A00054711078
